Date,Time,Transaction,Item
2016-10-30,12:18:35,48,Coffee
2016-10-30,12:24:35,49,Coffee
2016-10-30,12:24:36,49,Coffee
2016-10-30,12:24:37,49,Medialuna
2016-10-30,12:26:48,50,Bread
2016-10-30,12:28:36,51,Bread
2016-10-30,12:29:46,52,Scandinavian
2016-10-30,12:34:48,54,Bread
2016-10-30,12:39:47,55,Coffee
2016-10-30,12:39:48,55,Tea
2016-10-30,12:39:49,55,Hearty & Seasonal
2016-10-30,12:41:11,56,Coffee
2016-10-30,12:41:12,56,Frittata
2016-10-30,12:47:34,57,Scandinavian
2016-10-30,13:01:16,58,Victorian Sponge
2016-10-30,13:01:17,58,Hot chocolate
2016-10-30,13:01:18,58,Tea
2016-10-30,13:01:19,58,Soup
2016-10-30,13:03:55,59,Tea
2016-10-30,13:03:56,59,NONE
2016-10-30,13:15:57,60,Cookies
2016-10-30,13:15:58,60,Coffee
2016-10-30,13:15:59,60,Juice
2016-10-30,13:16:00,60,Coffee
2016-10-30,13:17:35,61,Coffee
2016-10-30,13:25:58,62,Hearty & Seasonal
2016-10-30,13:25:59,62,Coffee
2016-10-30,13:26:00,62,Smoothies
2016-10-30,13:26:01,62,Coffee
2016-10-30,13:35:14,63,Coffee
2016-10-30,13:36:10,64,Cake
2016-10-30,13:39:29,65,NONE
2016-10-30,13:39:30,65,Tartine
2016-10-30,13:39:31,65,Mighty Protein
2016-10-30,13:39:32,65,Tea
2016-10-30,13:39:33,65,Coffee
2016-10-30,13:42:29,66,Hearty & Seasonal
2016-10-30,13:42:30,66,Frittata
2016-10-30,13:42:31,66,Mineral water
2016-10-30,13:49:00,67,Hearty & Seasonal
2016-10-30,13:49:01,67,NONE
2016-10-30,13:49:02,67,Mineral water
2016-10-30,13:49:03,67,Muffin
2016-10-30,13:51:52,68,Frittata
2016-10-30,13:51:53,68,Coffee
2016-10-30,13:51:54,68,Tea
2016-10-30,13:51:55,68,Scandinavian
2016-10-30,13:51:56,68,Chicken sand
2016-10-30,13:54:10,69,Bread
2016-10-30,13:57:04,70,Fudge
2016-10-30,13:58:31,71,Muffin
2016-10-30,14:24:02,72,Bread
2016-10-30,14:25:04,73,Bread
2016-10-30,14:26:29,74,Coffee
2016-10-30,14:26:30,74,Bread
2016-10-30,14:34:54,75,Frittata
2016-10-30,14:35:18,76,Coffee
2016-10-30,14:38:06,77,Scandinavian
2016-10-30,14:45:00,78,Fudge
2016-10-30,14:48:16,79,Fudge
2016-10-30,14:48:17,79,Tea
2016-10-30,14:48:18,79,Coffee
2016-10-30,14:48:19,79,Muffin
2016-10-30,14:51:16,80,Frittata
2016-10-30,14:51:17,80,Bread
2016-10-30,14:51:18,80,Coffee
2016-10-31,8:31:10,81,Coffee
2016-10-31,8:31:11,81,Cake
2016-10-31,8:49:46,82,Tartine
2016-10-31,8:49:47,82,NONE
2016-10-31,8:49:48,82,Bread
2016-10-31,9:00:31,83,Coffee
2016-10-31,9:00:32,83,Bread
2016-10-31,9:06:52,84,Bread
2016-10-31,9:12:56,85,Coffee
2016-10-31,9:12:57,85,Pastry
2016-10-31,9:12:58,85,Medialuna
2016-10-31,9:13:58,86,Juice
2016-10-31,9:15:47,87,Bread
2016-10-31,9:18:53,88,Coffee
2016-10-31,9:22:34,89,Bread
2016-10-31,9:23:06,90,Bread
2016-10-31,9:23:07,90,Coffee
2016-10-31,9:25:44,91,Tea
2016-10-31,9:30:08,92,Coffee
2016-10-31,9:32:21,93,Bread
2016-10-31,9:32:22,93,Coke
2016-10-31,9:42:09,94,Coffee
2016-10-31,9:42:10,94,Coffee
2016-10-31,9:46:39,95,Pastry
2016-10-31,9:46:40,95,Farm House
2016-10-31,9:49:52,96,Pastry
2016-10-31,9:49:53,96,Pastry
2016-10-31,9:49:54,96,Coffee
2016-10-31,9:49:55,96,Juice
2016-10-31,9:54:19,97,Coffee
2016-10-31,9:54:20,97,Pastry
2016-10-31,9:54:21,97,Juice
2016-10-31,9:55:33,98,Farm House
2016-10-31,9:59:49,99,Pastry
2016-10-31,9:59:50,99,Pastry
2016-10-31,9:59:51,99,Coffee
2016-10-31,9:59:52,99,Bread
2016-10-31,10:01:22,100,Bread
2016-10-31,10:07:19,101,Coffee
2016-10-31,10:07:20,101,Pastry
2016-10-31,10:08:03,102,Farm House
2016-10-31,10:11:00,103,NONE
2016-10-31,10:11:01,103,Bread
2016-10-31,10:16:10,104,Coffee
2016-10-31,10:16:11,104,Coffee
2016-10-31,10:16:12,104,Muffin
2016-10-31,10:16:13,104,Coffee
2016-10-31,10:24:55,105,Coffee
2016-10-31,10:24:56,105,Tea
2016-10-31,10:24:57,105,NONE
2016-10-31,10:24:58,105,Cake
2016-10-31,10:27:51,106,Pastry
2016-10-31,10:27:52,106,Pastry
2016-10-31,10:31:02,107,Coffee
2016-10-31,10:34:38,108,Farm House
2016-10-31,10:34:39,108,Muffin
2016-10-31,10:38:58,109,Bread
2016-10-31,10:38:59,109,Muffin
2016-10-31,10:39:00,109,Pastry
2016-10-31,10:40:15,110,Pastry
2016-10-31,10:41:48,111,Coffee
2016-10-31,11:02:57,112,Coffee
2016-10-31,11:06:18,113,Coffee
2016-10-31,11:06:19,113,Cake
2016-10-31,11:09:28,114,Farm House
2016-10-31,11:12:37,115,Bread
2016-10-31,11:14:46,116,Coffee
2016-10-31,11:16:54,117,Cookies
2016-10-31,11:16:55,117,Cake
2016-10-31,11:16:56,117,Coffee
2016-10-31,11:16:57,117,My-5 Fruit Shoot
2016-10-31,11:22:19,118,Cookies
2016-10-31,11:22:20,118,Cookies
2016-10-31,11:22:21,118,Tea
2016-10-31,11:22:22,118,Pastry
2016-10-31,11:29:50,119,Coffee
2016-10-31,11:29:51,119,Muffin
2016-10-31,11:32:57,120,Farm House
2016-10-31,11:34:56,121,Coffee
2016-10-31,11:34:57,121,Bread
2016-10-31,11:41:29,122,Cookies
2016-10-31,11:46:05,123,Jam
2016-10-31,11:46:06,123,NONE
2016-10-31,11:46:07,123,Coffee
2016-10-31,11:46:08,123,Coffee
2016-10-31,11:46:09,123,Juice
2016-10-31,11:47:15,124,Coffee
2016-10-31,11:51:24,125,Tea
2016-10-31,11:56:50,126,Coffee
2016-10-31,11:56:51,126,Jam
2016-10-31,11:57:20,127,Farm House
2016-10-31,11:59:10,128,NONE
2016-10-31,11:59:11,128,Tartine
2016-10-31,11:59:12,128,Coffee
2016-10-31,11:59:13,128,Tea
2016-10-31,12:03:37,129,Coffee
2016-10-31,12:03:38,129,Coffee
2016-10-31,12:03:39,129,Cake
2016-10-31,12:07:29,130,Coffee
2016-10-31,12:07:30,130,Coffee
2016-10-31,12:07:31,130,Muffin
2016-10-31,12:12:48,131,Bread
2016-10-31,12:12:49,131,Coffee
2016-10-31,12:18:42,132,Tea
2016-10-31,12:18:43,132,Juice
2016-10-31,12:18:44,132,Pick and Mix Bowls
2016-10-31,12:18:45,132,Cookies
2016-10-31,12:20:58,133,Hearty & Seasonal
2016-10-31,12:20:59,133,Soup
2016-10-31,12:24:05,134,Hearty & Seasonal
2016-10-31,12:24:06,134,Tea
2016-10-31,12:24:07,134,Farm House
2016-10-31,12:24:52,135,Bread
2016-10-31,12:32:13,136,Tea
2016-10-31,12:32:14,136,Soup
2016-10-31,12:41:41,137,Farm House
2016-10-31,12:48:10,138,Soup
2016-10-31,12:48:11,138,Hearty & Seasonal
2016-10-31,12:48:12,138,Coffee
2016-10-31,12:55:35,139,Bread
2016-10-31,12:55:36,139,Muffin
2016-10-31,12:55:37,139,Hearty & Seasonal
2016-10-31,12:58:14,140,Coffee
2016-10-31,12:58:15,140,Coffee
2016-10-31,12:58:16,140,Cookies
2016-10-31,13:01:31,142,Tea
2016-10-31,13:01:32,142,Muffin
2016-10-31,13:03:54,143,Tea
2016-10-31,13:06:58,144,Soup
2016-10-31,13:10:37,145,Coffee
2016-10-31,13:10:38,145,Tea
2016-10-31,13:13:20,146,Sandwich
2016-10-31,13:14:22,147,Tartine
2016-10-31,13:14:23,147,Coffee
2016-10-31,13:26:10,148,Fudge
2016-10-31,13:26:11,148,Coffee
2016-10-31,13:26:12,148,Coffee
2016-10-31,13:30:59,149,Coffee
2016-10-31,13:55:14,151,Coke
2016-10-31,13:55:15,151,Soup
2016-10-31,13:56:17,152,Muffin
2016-10-31,14:00:22,153,Tea
2016-10-31,14:00:23,153,Coffee
2016-10-31,14:00:24,153,Cookies
2016-10-31,14:00:25,153,Muffin
2016-10-31,14:05:25,154,Mighty Protein
2016-10-31,14:05:26,154,Hearty & Seasonal
2016-10-31,14:05:27,154,Coffee
2016-10-31,14:05:28,154,Coke
2016-10-31,14:06:38,155,Tea
2016-10-31,14:06:39,155,Muffin
2016-10-31,14:06:40,155,Sandwich
2016-10-31,14:09:27,156,Coffee
2016-10-31,14:09:28,156,Muffin
2016-10-31,14:10:20,157,Coffee
2016-10-31,14:10:21,157,Bread
2016-10-31,14:25:44,158,Coffee
2016-10-31,14:25:45,158,Muffin
2016-10-31,14:27:48,159,Bread
2016-10-31,14:27:49,159,Cookies
2016-10-31,14:40:46,160,Mineral water
2016-10-31,14:40:47,160,Muffin
2016-10-31,14:47:55,161,Tea
2016-10-31,14:50:10,162,Muffin
2016-10-31,14:52:39,163,Coffee
2016-10-31,14:52:40,163,Juice
2016-10-31,14:53:01,164,Coffee
2016-10-31,14:53:02,164,Muffin
2016-10-31,14:54:16,165,Tea
2016-10-31,14:54:56,166,Muffin
2016-10-31,14:56:11,167,Sandwich
2016-10-31,14:56:12,167,Hearty & Seasonal
2016-10-31,14:56:13,167,Bread
2016-10-31,14:56:14,167,Mineral water
2016-10-31,15:01:58,168,Tea
2016-10-31,15:01:59,168,Coffee
2016-10-31,15:10:52,169,Mineral water
2016-10-31,15:22:25,170,Coffee
2016-10-31,15:25:53,171,Soup
2016-10-31,15:25:54,171,Tea
2016-10-31,17:12:26,172,Bread
2016-10-31,17:12:27,172,Coffee
2016-10-31,17:13:50,173,Bread
2016-10-31,17:13:51,173,Muffin
2016-10-31,17:46:04,174,Coffee
2016-10-31,17:55:26,175,Bread
2016-10-31,18:28:09,176,Cookies
2016-10-31,18:28:10,176,Coffee
2016-11-01,7:57:07,178,Coffee
2016-11-01,7:57:08,178,Pastry
2016-11-01,8:26:39,179,Coffee
2016-11-01,8:26:40,179,Pastry
2016-11-01,8:28:19,180,Jam
2016-11-01,8:51:12,181,Tea
2016-11-01,8:51:13,181,Tea
2016-11-01,9:13:41,182,Pastry
2016-11-01,9:13:42,182,Ella's Kitchen Pouches
2016-11-01,9:15:22,183,Pastry
2016-11-01,9:32:00,184,Farm House
2016-11-01,9:32:01,184,NONE
2016-11-01,9:32:02,184,Tea
2016-11-01,9:35:25,185,Tea
2016-11-01,9:49:14,186,Tea
2016-11-01,9:49:15,186,Pastry
2016-11-01,10:08:30,187,Bread
2016-11-01,10:10:09,188,Coffee
2016-11-01,10:35:07,189,Coffee
2016-11-01,10:40:59,190,Coffee
2016-11-01,10:41:00,190,Pastry
2016-11-01,10:41:01,190,Pastry
2016-11-01,10:56:59,191,Soup
2016-11-01,10:57:00,191,Tea
2016-11-01,11:02:19,192,NONE
2016-11-01,11:02:20,192,Bread
2016-11-01,11:07:01,193,Coffee
2016-11-01,11:10:50,194,Bread
2016-11-01,11:10:51,194,Bread
2016-11-01,11:12:25,195,Bread
2016-11-01,11:12:26,195,NONE
2016-11-01,11:12:27,195,Scandinavian
2016-11-01,11:14:37,196,Bread
2016-11-01,11:14:38,196,Cake
2016-11-01,11:14:39,196,Cookies
2016-11-01,11:16:33,197,Coffee
2016-11-01,11:16:34,197,Coffee
2016-11-01,11:16:35,197,Tea
2016-11-01,11:18:23,198,Coffee
2016-11-01,11:18:24,198,Cookies
2016-11-01,11:22:57,200,Bread
2016-11-01,11:29:04,201,NONE
2016-11-01,11:29:48,202,Coffee
2016-11-01,11:29:49,202,Coffee
2016-11-01,11:32:24,203,Coffee
2016-11-01,11:36:32,204,Scandinavian
2016-11-01,11:56:04,205,Coffee
2016-11-01,11:56:05,205,Coffee
2016-11-01,11:56:06,205,Pastry
2016-11-01,12:00:53,206,Scandinavian
2016-11-01,12:00:54,206,Coffee
2016-11-01,12:00:55,206,Pastry
2016-11-01,12:10:16,207,Hearty & Seasonal
2016-11-01,12:10:17,207,Coffee
2016-11-01,12:10:18,207,Muffin
2016-11-01,12:16:51,208,Bread
2016-11-01,12:17:21,209,Coffee
2016-11-01,12:19:10,210,Scandinavian
2016-11-01,12:22:21,211,Soup
2016-11-01,12:22:22,211,Coffee
2016-11-01,12:27:17,212,Coffee
2016-11-01,12:27:18,212,Cookies
2016-11-01,12:27:19,212,Tartine
2016-11-01,12:28:54,213,Bread
2016-11-01,12:33:34,214,Bread
2016-11-01,12:33:35,214,Tea
2016-11-01,12:37:23,215,Pastry
2016-11-01,12:37:24,215,Coffee
2016-11-01,12:38:25,216,Tartine
2016-11-01,12:38:26,216,Coffee
2016-11-01,12:40:28,217,Bread
2016-11-01,12:44:27,218,Sandwich
2016-11-01,12:48:15,219,Tartine
2016-11-01,12:56:16,220,Bread
2016-11-01,12:56:17,220,Pastry
2016-11-01,13:00:20,221,Bread
2016-11-01,13:00:21,221,Scandinavian
2016-11-01,13:15:50,222,Scandinavian
2016-11-01,13:18:39,223,Alfajores
2016-11-01,13:18:40,223,Coffee
2016-11-01,13:26:07,225,Soup
2016-11-01,13:29:00,226,Cake
2016-11-01,13:38:44,227,Sandwich
2016-11-01,13:38:45,227,Soup
2016-11-01,13:44:59,229,Hearty & Seasonal
2016-11-01,13:45:00,229,Bread
2016-11-01,13:49:06,230,Alfajores
2016-11-01,13:52:35,231,Cake
2016-11-01,14:17:18,232,Tea
2016-11-01,14:17:19,232,Tea
2016-11-01,14:17:20,232,Bread
2016-11-01,14:20:44,233,Coffee
2016-11-01,14:20:45,233,Tea
2016-11-01,14:20:46,233,Bread
2016-11-01,14:20:47,233,Soup
2016-11-01,14:21:23,234,Coffee
2016-11-01,14:21:24,234,Coffee
2016-11-01,14:26:16,235,Scandinavian
2016-11-01,14:29:32,236,Fudge
2016-11-01,14:32:40,237,Coffee
2016-11-01,14:32:41,237,Sandwich
2016-11-01,14:44:44,238,Tea
2016-11-01,14:44:45,238,Bread
2016-11-01,14:44:56,239,Muffin
2016-11-01,14:50:02,240,Scandinavian
2016-11-01,15:02:05,241,Jam
2016-11-01,15:02:06,241,Tea
2016-11-01,15:09:57,242,Tea
2016-11-01,15:09:58,242,Alfajores
2016-11-01,15:26:19,243,Cake
2016-11-01,15:26:20,243,Soup
2016-11-01,15:40:56,244,Hot chocolate
2016-11-01,15:40:57,244,Cake
2016-11-01,15:40:58,244,Coffee
2016-11-01,15:45:11,245,Cake
2016-11-01,15:45:12,245,Cookies
2016-11-01,15:56:27,246,Tea
2016-11-01,15:56:28,246,Bread
2016-11-01,16:14:56,247,Alfajores
2016-11-01,16:14:57,247,Coffee
2016-11-01,16:14:58,247,Coffee
2016-11-01,16:14:59,247,Coffee
2016-11-01,16:15:00,247,Juice
2016-11-01,16:16:12,248,Tea
2016-11-01,16:16:13,248,Soup
2016-11-01,16:17:55,249,Hot chocolate
2016-11-01,16:18:35,250,Cookies
2016-11-01,16:34:49,251,Coffee
2016-11-01,16:34:50,251,Medialuna
2016-11-01,16:36:53,252,Bread
2016-11-01,16:36:54,252,Eggs
2016-11-01,17:54:11,253,Scandinavian
2016-11-01,18:51:54,254,Medialuna
2016-11-02,8:10:20,255,Coffee
2016-11-02,8:10:21,255,Coffee
2016-11-02,8:10:22,255,Pastry
2016-11-02,8:13:06,256,Coffee
2016-11-02,8:13:07,256,Bread
2016-11-02,8:15:10,257,Bread
2016-11-02,8:15:11,257,Pastry
2016-11-02,8:15:12,257,NONE
2016-11-02,8:16:53,258,Coffee
2016-11-02,8:16:54,258,Pastry
2016-11-02,8:19:45,259,Pastry
2016-11-02,8:20:14,260,Coffee
2016-11-02,8:21:03,261,Coffee
2016-11-02,8:37:17,262,Coffee
2016-11-02,8:37:18,262,Pastry
2016-11-02,9:10:39,264,Coffee
2016-11-02,9:10:40,264,Jam
2016-11-02,9:11:30,265,Tea
2016-11-02,9:13:43,266,NONE
2016-11-02,9:13:44,266,Bread
2016-11-02,9:13:45,266,Pastry
2016-11-02,9:27:14,267,Coffee
2016-11-02,9:27:15,267,Alfajores
2016-11-02,9:31:10,268,Tea
2016-11-02,9:31:11,268,Pastry
2016-11-02,9:33:56,269,Bread
2016-11-02,9:36:24,270,Jam
2016-11-02,9:42:14,271,Tea
2016-11-02,9:42:15,271,Coffee
2016-11-02,9:42:16,271,Pastry
2016-11-02,9:43:40,272,Farm House
2016-11-02,10:01:29,274,Coffee
2016-11-02,10:01:30,274,NONE
2016-11-02,10:01:31,274,Bread
2016-11-02,10:01:32,274,Pastry
2016-11-02,10:02:03,275,Farm House
2016-11-02,10:03:23,276,Coffee
2016-11-02,10:03:24,276,Coffee
2016-11-02,10:03:25,276,Pastry
2016-11-02,10:20:54,277,Farm House
2016-11-02,10:22:07,278,Coffee
2016-11-02,10:24:29,279,NONE
2016-11-02,10:24:30,279,Coffee
2016-11-02,10:26:05,280,Coffee
2016-11-02,10:26:06,280,Pastry
2016-11-02,10:38:41,281,Bread
2016-11-02,10:46:31,282,Bread
2016-11-02,10:46:32,282,Coffee
2016-11-02,10:46:33,282,Pastry
2016-11-02,10:53:39,283,Pastry
2016-11-02,10:53:40,283,Coffee
2016-11-02,10:56:59,284,Coffee
2016-11-02,10:57:00,284,Farm House
2016-11-02,11:01:13,285,Farm House
2016-11-02,11:01:14,285,Farm House
2016-11-02,11:01:15,285,Pastry
2016-11-02,11:02:44,286,Bread
2016-11-02,11:02:45,286,Juice
2016-11-02,11:02:46,286,Alfajores
2016-11-02,11:05:39,287,Coffee
2016-11-02,11:05:40,287,Pastry
2016-11-02,11:08:17,288,Bread
2016-11-02,11:09:59,289,Bread
2016-11-02,11:12:52,290,Coffee
2016-11-02,11:12:53,290,Cookies
2016-11-02,11:13:52,291,Coffee
2016-11-02,11:24:19,292,Cookies
2016-11-02,11:38:22,293,Hearty & Seasonal
2016-11-02,11:44:44,294,Coffee
2016-11-02,11:48:54,295,Jam
2016-11-02,11:48:55,295,Tartine
2016-11-02,11:48:56,295,Bread
2016-11-02,12:07:54,296,Farm House
2016-11-02,12:07:55,296,Scandinavian
2016-11-02,12:16:05,297,Hearty & Seasonal
2016-11-02,12:16:06,297,Coffee
2016-11-02,12:16:07,297,Scandinavian
2016-11-02,12:21:13,298,Tartine
2016-11-02,12:21:14,298,Pick and Mix Bowls
2016-11-02,12:21:15,298,NONE
2016-11-02,12:21:16,298,Coffee
2016-11-02,12:21:17,298,Coke
2016-11-02,12:23:37,299,Bread
2016-11-02,12:27:38,300,Scandinavian
2016-11-02,12:27:39,300,Farm House
2016-11-02,12:27:40,300,Alfajores
2016-11-02,12:27:41,300,Coffee
2016-11-02,12:27:42,300,Coffee
2016-11-02,12:33:34,301,Juice
2016-11-02,12:33:35,301,Mineral water
2016-11-02,12:37:01,302,Tea
2016-11-02,12:40:13,303,Juice
2016-11-02,12:40:14,303,Tea
2016-11-02,12:40:15,303,Soup
2016-11-02,12:43:25,304,Hearty & Seasonal
2016-11-02,12:43:26,304,Tea
2016-11-02,12:48:38,306,Coffee
2016-11-02,12:48:39,306,Mineral water
2016-11-02,12:48:40,306,Juice
2016-11-02,12:48:41,306,Soup
2016-11-02,13:02:24,307,Hearty & Seasonal
2016-11-02,13:04:30,308,Hearty & Seasonal
2016-11-02,13:04:31,308,Smoothies
2016-11-02,13:06:23,309,Hearty & Seasonal
2016-11-02,13:06:24,309,Tea
2016-11-02,13:12:42,310,Sandwich
2016-11-02,13:12:43,310,Sandwich
2016-11-02,13:19:27,311,Cookies
2016-11-02,13:19:28,311,Farm House
2016-11-02,13:21:46,312,Soup
2016-11-02,13:21:47,312,Tea
2016-11-02,13:21:48,312,Juice
2016-11-02,13:22:36,313,Soup
2016-11-02,13:26:41,314,Coffee
2016-11-02,13:33:50,316,Bread
2016-11-02,13:52:10,317,Cookies
2016-11-02,13:52:11,317,Tea
2016-11-02,13:56:39,318,Hearty & Seasonal
2016-11-02,13:56:40,318,Bread
2016-11-02,14:00:58,319,Coffee
2016-11-02,14:08:39,320,Coffee
2016-11-02,14:10:38,321,Coffee
2016-11-02,14:10:39,321,Tea
2016-11-02,14:11:23,322,Bread
2016-11-02,14:15:24,323,Tea
2016-11-02,14:21:19,324,Coffee
2016-11-02,14:21:20,324,Tea
2016-11-02,14:21:57,325,Coffee
2016-11-02,14:44:52,326,Fudge
2016-11-02,15:13:34,327,Tea
2016-11-02,15:36:07,328,Soup
2016-11-02,15:36:08,328,Tea
2016-11-02,15:44:06,329,Juice
2016-11-02,15:56:35,330,Alfajores
2016-11-02,16:07:56,331,Bread
2016-11-02,16:36:04,332,Coffee
2016-11-02,16:36:05,332,Alfajores
2016-11-02,17:04:52,333,Juice
2016-11-02,17:04:53,333,Alfajores
2016-11-02,17:04:54,333,Cookies
2016-11-02,17:04:55,333,Pick and Mix Bowls
2016-11-02,17:04:56,333,Mineral water
2016-11-02,17:12:18,334,Coffee
2016-11-02,17:12:19,334,Alfajores
2016-11-02,17:51:25,335,Fudge
2016-11-02,18:19:05,336,Mighty Protein
2016-11-02,18:19:06,336,Juice
2016-11-02,18:23:31,337,Coffee
2016-11-02,18:23:32,337,Mineral water
2016-11-02,18:30:12,338,Mighty Protein
2016-11-02,18:30:13,338,Coffee
2016-11-03,7:57:21,340,Coffee
2016-11-03,8:01:22,341,Medialuna
2016-11-03,8:01:23,341,Medialuna
2016-11-03,8:11:42,342,Medialuna
2016-11-03,8:11:43,342,Bread
2016-11-03,8:17:52,343,Farm House
2016-11-03,8:19:03,344,Coffee
2016-11-03,8:19:04,344,Pastry
2016-11-03,8:20:38,345,Farm House
2016-11-03,8:26:01,346,NONE
2016-11-03,8:26:02,346,Coffee
2016-11-03,8:26:03,346,Coffee
2016-11-03,8:26:04,346,Pastry
2016-11-03,8:26:05,346,Coffee
2016-11-03,8:51:28,347,Medialuna
2016-11-03,9:00:09,348,Bread
2016-11-03,9:00:10,348,NONE
2016-11-03,9:00:11,348,Tea
2016-11-03,9:00:12,348,Sandwich
2016-11-03,9:05:30,349,Bread
2016-11-03,9:11:15,350,Coffee
2016-11-03,9:11:16,350,Farm House
2016-11-03,9:13:25,351,Focaccia
2016-11-03,9:17:11,352,Bread
2016-11-03,9:19:27,353,Tartine
2016-11-03,9:19:28,353,Pastry
2016-11-03,9:19:29,353,Bread
2016-11-03,9:19:30,353,My-5 Fruit Shoot
2016-11-03,9:24:36,354,Farm House
2016-11-03,9:30:54,355,Pastry
2016-11-03,9:35:39,356,Pastry
2016-11-03,9:35:40,356,Bread
2016-11-03,9:42:22,357,Jam
2016-11-03,9:42:23,357,Coffee
2016-11-03,9:45:05,358,Farm House
2016-11-03,9:46:02,359,Bread
2016-11-03,9:46:03,359,Pastry
2016-11-03,9:55:44,360,Coffee
2016-11-03,9:56:29,361,Jam
2016-11-03,10:09:05,363,Pastry
2016-11-03,10:09:06,363,Medialuna
2016-11-03,10:09:07,363,Medialuna
2016-11-03,10:10:31,364,Coffee
2016-11-03,10:12:26,365,Tea
2016-11-03,10:15:52,366,Bread
2016-11-03,10:21:42,367,Bread
2016-11-03,10:21:43,367,Pastry
2016-11-03,10:24:23,368,Pastry
2016-11-03,10:37:22,369,Farm House
2016-11-03,10:38:25,370,Tea
2016-11-03,10:50:33,371,Coffee
2016-11-03,10:50:34,371,Brownie
2016-11-03,10:50:35,371,Alfajores
2016-11-03,11:00:10,372,Bread
2016-11-03,11:00:11,372,Fudge
2016-11-03,11:00:12,372,Cookies
2016-11-03,11:15:16,373,Coffee
2016-11-03,11:26:42,375,Coffee
2016-11-03,11:26:43,375,Jam
2016-11-03,11:26:44,375,Pastry
2016-11-03,11:32:02,376,Soup
2016-11-03,11:32:03,376,Coffee
2016-11-03,11:34:49,377,Smoothies
2016-11-03,11:34:50,377,Soup
2016-11-03,11:34:51,377,Hearty & Seasonal
